country,ISO3,year,sex,registry_count,registry_scope,total_thyroid_cases,papillary_cases,follicular_cases,medullary_cases,anaplastic_cases,specified_other_cases,unspecified_cases,component_sum,reconciles_to_total,PTC_proportion_percent,FTC_proportion_percent,MTC_proportion_percent,ATC_proportion_percent,other_specified_proportion_percent,unspecified_proportion_percent,PTC_FTC_ratio,analytic_era,era_quality,fixed_break_model_eligible,primary_latency_break,denominator_status,microscopic_verification,source,source_url
Australia,AUS,1994,male,7,stable_subnational_composite,184,128,27,12,4,2,11,184,YES,69.56521739130434,14.673913043478262,6.521739130434782,2.1739130434782608,1.0869565217391304,5.978260869565218,4.7407407407407405,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1995,both,7,stable_subnational_composite,812,578,167,30,12,5,20,812,YES,71.18226600985221,20.56650246305419,3.6945812807881775,1.477832512315271,0.6157635467980296,2.4630541871921183,3.461077844311377,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1995,female,7,stable_subnational_composite,610,440,125,17,6,5,17,610,YES,72.1311475409836,20.491803278688526,2.7868852459016393,0.9836065573770492,0.819672131147541,2.7868852459016393,3.52,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1995,male,7,stable_subnational_composite,202,138,42,13,6,0,3,202,YES,68.31683168316832,20.792079207920793,6.435643564356436,2.9702970297029703,0.0,1.4851485148514851,3.2857142857142856,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1996,both,7,stable_subnational_composite,905,648,165,34,17,11,30,905,YES,71.60220994475138,18.23204419889503,3.7569060773480665,1.8784530386740332,1.2154696132596685,3.314917127071823,3.9272727272727272,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1996,female,7,stable_subnational_composite,657,488,117,16,10,10,16,657,YES,74.27701674277017,17.80821917808219,2.43531202435312,1.5220700152207,1.5220700152207,2.43531202435312,4.170940170940171,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1996,male,7,stable_subnational_composite,248,160,48,18,7,1,14,248,YES,64.51612903225806,19.35483870967742,7.258064516129032,2.8225806451612905,0.4032258064516129,5.645161290322581,3.3333333333333335,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1997,both,7,stable_subnational_composite,864,637,152,32,16,5,22,864,YES,73.72685185185185,17.59259259259259,3.7037037037037037,1.8518518518518519,0.5787037037037037,2.5462962962962963,4.190789473684211,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1997,female,7,stable_subnational_composite,637,478,111,16,10,3,19,637,YES,75.03924646781789,17.425431711145997,2.511773940345369,1.5698587127158556,0.47095761381475665,2.9827315541601256,4.306306306306307,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1997,male,7,stable_subnational_composite,227,159,41,16,6,2,3,227,YES,70.04405286343612,18.061674008810574,7.048458149779735,2.643171806167401,0.8810572687224669,1.3215859030837005,3.8780487804878048,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1998,both,7,stable_subnational_composite,990,747,154,31,21,9,28,990,YES,75.45454545454545,15.555555555555555,3.1313131313131315,2.121212121212121,0.9090909090909091,2.8282828282828283,4.85064935064935,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1998,female,7,stable_subnational_composite,726,561,109,16,11,5,24,726,YES,77.27272727272727,15.013774104683195,2.203856749311295,1.5151515151515151,0.6887052341597796,3.3057851239669422,5.146788990825688,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1998,male,7,stable_subnational_composite,264,186,45,15,10,4,4,264,YES,70.45454545454545,17.045454545454547,5.681818181818182,3.787878787878788,1.5151515151515151,1.5151515151515151,4.133333333333334,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1999,both,7,stable_subnational_composite,1009,745,167,36,22,2,37,1009,YES,73.83548067393458,16.55104063429138,3.5678889990089195,2.180376610505451,0.19821605550049554,3.6669970267591676,4.461077844311378,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1999,female,7,stable_subnational_composite,756,563,129,24,13,1,26,756,YES,74.47089947089947,17.063492063492063,3.1746031746031744,1.7195767195767195,0.13227513227513227,3.439153439153439,4.364341085271318,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,1999,male,7,stable_subnational_composite,253,182,38,12,9,1,11,253,YES,71.93675889328063,15.019762845849803,4.743083003952569,3.5573122529644268,0.3952569169960474,4.3478260869565215,4.7894736842105265,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2000,both,7,stable_subnational_composite,1059,782,174,33,30,6,34,1059,YES,73.84324834749764,16.430594900849858,3.1161473087818696,2.8328611898016995,0.56657223796034,3.210576015108593,4.494252873563219,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2000,female,7,stable_subnational_composite,784,589,129,20,16,4,26,784,YES,75.12755102040816,16.45408163265306,2.5510204081632653,2.0408163265306123,0.5102040816326531,3.316326530612245,4.565891472868217,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2000,male,7,stable_subnational_composite,275,193,45,13,14,2,8,275,YES,70.18181818181819,16.363636363636363,4.7272727272727275,5.090909090909091,0.7272727272727273,2.909090909090909,4.288888888888889,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2001,both,7,stable_subnational_composite,1201,897,205,38,17,13,31,1201,YES,74.68776019983348,17.069109075770193,3.164029975020816,1.4154870940882598,1.0824313072439633,2.5811823480432974,4.375609756097561,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2001,female,7,stable_subnational_composite,898,688,148,20,12,6,24,898,YES,76.61469933184856,16.481069042316257,2.2271714922048997,1.3363028953229399,0.6681514476614699,2.6726057906458798,4.648648648648648,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2001,male,7,stable_subnational_composite,303,209,57,18,5,7,7,303,YES,68.97689768976898,18.81188118811881,5.9405940594059405,1.6501650165016502,2.31023102310231,2.31023102310231,3.6666666666666665,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2002,both,7,stable_subnational_composite,1214,912,193,41,23,9,36,1214,YES,75.12355848434926,15.897858319604612,3.3772652388797364,1.8945634266886326,0.7413509060955519,2.9654036243822075,4.725388601036269,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2002,female,7,stable_subnational_composite,927,721,138,25,13,6,24,927,YES,77.77777777777777,14.88673139158576,2.696871628910464,1.4023732470334411,0.6472491909385113,2.588996763754045,5.22463768115942,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2002,male,7,stable_subnational_composite,287,191,55,16,10,3,12,287,YES,66.55052264808363,19.16376306620209,5.574912891986063,3.484320557491289,1.0452961672473868,4.181184668989547,3.4727272727272727,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2003,both,7,stable_subnational_composite,1413,1092,219,42,19,18,23,1413,YES,77.2823779193206,15.498938428874734,2.9723991507430996,1.3446567586694975,1.2738853503184713,1.6277423920736023,4.986301369863014,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2003,female,7,stable_subnational_composite,1055,837,153,25,9,14,17,1055,YES,79.33649289099526,14.502369668246445,2.3696682464454977,0.8530805687203792,1.3270142180094786,1.6113744075829384,5.470588235294118,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2003,male,7,stable_subnational_composite,358,255,66,17,10,4,6,358,YES,71.22905027932961,18.435754189944134,4.748603351955308,2.793296089385475,1.1173184357541899,1.675977653631285,3.8636363636363638,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2004,both,7,stable_subnational_composite,1501,1173,214,40,28,27,19,1501,YES,78.1479013990673,14.257161892071952,2.664890073284477,1.8654230512991339,1.798800799467022,1.2658227848101267,5.481308411214953,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2004,female,7,stable_subnational_composite,1126,902,154,21,17,16,16,1126,YES,80.10657193605684,13.676731793960924,1.8650088809946714,1.5097690941385435,1.4209591474245116,1.4209591474245116,5.857142857142857,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2004,male,7,stable_subnational_composite,375,271,60,19,11,11,3,375,YES,72.26666666666667,16.0,5.066666666666666,2.933333333333333,2.933333333333333,0.8,4.516666666666667,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2005,both,7,stable_subnational_composite,1613,1267,244,27,17,22,36,1613,YES,78.54928704277744,15.127092374457533,1.6738995660260385,1.0539367637941723,1.3639181649101053,2.231866088034718,5.192622950819672,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2005,female,7,stable_subnational_composite,1217,981,176,19,9,8,24,1217,YES,80.60805258833196,14.46179129005752,1.561216105176664,0.7395234182415776,0.657354149548069,1.972062448644207,5.573863636363637,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2005,male,7,stable_subnational_composite,396,286,68,8,8,14,12,396,YES,72.22222222222223,17.171717171717173,2.0202020202020203,2.0202020202020203,3.5353535353535355,3.0303030303030303,4.205882352941177,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2006,both,7,stable_subnational_composite,1653,1279,245,46,30,20,33,1653,YES,77.37447065940714,14.821536600120993,2.782819116757411,1.8148820326678765,1.2099213551119177,1.9963702359346642,5.220408163265306,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2006,female,7,stable_subnational_composite,1264,999,184,27,21,11,22,1264,YES,79.03481012658227,14.556962025316455,2.1360759493670884,1.6613924050632911,0.870253164556962,1.740506329113924,5.429347826086956,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2006,male,7,stable_subnational_composite,389,280,61,19,9,9,11,389,YES,71.97943444730078,15.681233933161954,4.884318766066838,2.3136246786632393,2.3136246786632393,2.827763496143959,4.590163934426229,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2007,both,7,stable_subnational_composite,1782,1410,259,39,24,19,31,1782,YES,79.12457912457913,14.534231200897867,2.1885521885521886,1.3468013468013469,1.0662177328843996,1.739618406285073,5.444015444015444,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2007,female,7,stable_subnational_composite,1326,1079,186,17,16,8,20,1326,YES,81.37254901960785,14.027149321266968,1.2820512820512822,1.2066365007541477,0.6033182503770739,1.5082956259426847,5.801075268817204,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2007,male,7,stable_subnational_composite,456,331,73,22,8,11,11,456,YES,72.58771929824562,16.00877192982456,4.824561403508772,1.7543859649122806,2.412280701754386,2.412280701754386,4.534246575342466,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2008,both,7,stable_subnational_composite,2002,1590,284,47,21,25,35,2002,YES,79.42057942057941,14.185814185814186,2.347652347652348,1.048951048951049,1.2487512487512487,1.7482517482517483,5.598591549295775,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2008,female,7,stable_subnational_composite,1478,1189,195,33,14,18,29,1478,YES,80.44654939106901,13.193504736129904,2.232746955345061,0.9472259810554804,1.2178619756427604,1.9621109607577807,6.097435897435897,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2008,male,7,stable_subnational_composite,524,401,89,14,7,7,6,524,YES,76.52671755725191,16.984732824427482,2.6717557251908395,1.3358778625954197,1.3358778625954197,1.1450381679389312,4.50561797752809,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2009,both,7,stable_subnational_composite,2065,1619,316,44,40,12,34,2065,YES,78.40193704600485,15.302663438256658,2.1307506053268765,1.937046004842615,0.5811138014527845,1.6464891041162228,5.1234177215189876,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2009,female,7,stable_subnational_composite,1533,1235,209,32,27,7,23,1533,YES,80.56099151989562,13.633398564905415,2.0874103065883887,1.761252446183953,0.45662100456621,1.5003261578604044,5.909090909090909,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2009,male,7,stable_subnational_composite,532,384,107,12,13,5,11,532,YES,72.18045112781955,20.112781954887218,2.255639097744361,2.443609022556391,0.9398496240601504,2.0676691729323307,3.588785046728972,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2010,both,7,stable_subnational_composite,2285,1886,280,47,27,10,35,2285,YES,82.5382932166302,12.25382932166302,2.0568927789934355,1.1816192560175054,0.437636761487965,1.5317286652078774,6.735714285714286,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
