country,ISO3,year,sex,registry_count,registry_scope,total_thyroid_cases,papillary_cases,follicular_cases,medullary_cases,anaplastic_cases,specified_other_cases,unspecified_cases,component_sum,reconciles_to_total,PTC_proportion_percent,FTC_proportion_percent,MTC_proportion_percent,ATC_proportion_percent,other_specified_proportion_percent,unspecified_proportion_percent,PTC_FTC_ratio,analytic_era,era_quality,fixed_break_model_eligible,primary_latency_break,denominator_status,microscopic_verification,source,source_url
Australia,AUS,2010,female,7,stable_subnational_composite,1732,1461,202,23,20,5,21,1732,YES,84.35334872979215,11.662817551963048,1.327944572748268,1.1547344110854503,0.28868360277136257,1.2124711316397228,7.232673267326732,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2010,male,7,stable_subnational_composite,553,425,78,24,7,5,14,553,YES,76.85352622061482,14.104882459312838,4.3399638336347195,1.2658227848101267,0.9041591320072333,2.5316455696202533,5.448717948717949,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2011,both,7,stable_subnational_composite,2406,1934,309,61,31,22,49,2406,YES,80.38237738985869,12.8428927680798,2.5353283458021614,1.288445552784705,0.914380714879468,2.036575228595179,6.258899676375404,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2011,female,7,stable_subnational_composite,1740,1441,200,37,19,10,33,1740,YES,82.816091954023,11.494252873563218,2.1264367816091956,1.0919540229885059,0.5747126436781609,1.896551724137931,7.205,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2011,male,7,stable_subnational_composite,666,493,109,24,12,12,16,666,YES,74.02402402402403,16.366366366366368,3.6036036036036037,1.8018018018018018,1.8018018018018018,2.4024024024024024,4.522935779816514,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2012,both,7,stable_subnational_composite,2527,2066,329,72,18,19,23,2527,YES,81.75702413929561,13.01939058171745,2.849228333992877,0.7123070834982193,0.7518796992481203,0.9101701622477246,6.279635258358662,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2012,female,7,stable_subnational_composite,1870,1570,225,37,11,13,14,1870,YES,83.9572192513369,12.032085561497325,1.9786096256684491,0.5882352941176471,0.6951871657754011,0.7486631016042781,6.977777777777778,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2012,male,7,stable_subnational_composite,657,496,104,35,7,6,9,657,YES,75.49467275494673,15.82952815829528,5.327245053272451,1.06544901065449,0.91324200913242,1.36986301369863,4.769230769230769,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2013,both,7,stable_subnational_composite,2782,2316,311,63,29,24,39,2782,YES,83.24946081955427,11.179007907979871,2.2645578720345076,1.0424155283968368,0.8626887131560029,1.4018691588785046,7.446945337620579,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2013,female,7,stable_subnational_composite,2056,1749,214,39,19,15,20,2056,YES,85.06809338521401,10.408560311284047,1.8968871595330739,0.9241245136186771,0.7295719844357976,0.9727626459143969,8.172897196261681,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2013,male,7,stable_subnational_composite,726,567,97,24,10,9,19,726,YES,78.09917355371901,13.360881542699724,3.3057851239669422,1.3774104683195592,1.2396694214876034,2.6170798898071626,5.845360824742268,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2014,both,7,stable_subnational_composite,2874,2391,330,59,43,24,27,2874,YES,83.19415448851774,11.482254697286013,2.0528879610299233,1.4961725817675713,0.8350730688935282,0.9394572025052192,7.245454545454545,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2014,female,7,stable_subnational_composite,2105,1798,213,37,30,11,16,2105,YES,85.41567695961996,10.118764845605702,1.7577197149643706,1.4251781472684086,0.5225653206650831,0.7600950118764845,8.44131455399061,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2014,male,7,stable_subnational_composite,769,593,117,22,13,13,11,769,YES,77.11313394018205,15.214564369310793,2.860858257477243,1.6905071521456436,1.6905071521456436,1.4304291287386215,5.068376068376068,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2015,both,7,stable_subnational_composite,2969,2486,330,63,34,24,32,2969,YES,83.73189626136747,11.11485348602223,2.121926574604244,1.1451667228022904,0.8083529808016167,1.0778039744021557,7.533333333333333,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2015,female,7,stable_subnational_composite,2126,1822,213,38,21,11,21,2126,YES,85.70084666039511,10.018814675446848,1.7873941674506115,0.9877704609595485,0.5174035747883349,0.9877704609595485,8.553990610328638,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2015,male,7,stable_subnational_composite,843,664,117,25,13,13,11,843,YES,78.76631079478055,13.87900355871886,2.965599051008304,1.5421115065243178,1.5421115065243178,1.3048635824436536,5.6752136752136755,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2016,both,7,stable_subnational_composite,3003,2502,321,64,42,40,34,3003,YES,83.31668331668331,10.68931068931069,2.1312021312021314,1.3986013986013985,1.332001332001332,1.1322011322011323,7.794392523364486,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2016,female,7,stable_subnational_composite,2214,1885,222,42,25,25,15,2214,YES,85.14001806684733,10.02710027100271,1.897018970189702,1.1291779584462511,1.1291779584462511,0.6775067750677507,8.49099099099099,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2016,male,7,stable_subnational_composite,789,617,99,22,17,15,19,789,YES,78.20025348542458,12.547528517110266,2.788339670468948,2.1546261089987326,1.9011406844106464,2.4081115335868186,6.232323232323233,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2017,both,7,stable_subnational_composite,3199,2656,364,70,40,35,34,3199,YES,83.0259456080025,11.37855579868709,2.1881838074398248,1.2503907471084714,1.0940919037199124,1.0628321350422008,7.2967032967032965,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2017,female,7,stable_subnational_composite,2322,1968,241,46,20,25,22,2322,YES,84.75452196382429,10.378983634797589,1.9810508182601205,0.8613264427217916,1.0766580534022394,0.9474590869939707,8.16597510373444,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Australia,AUS,2017,male,7,stable_subnational_composite,877,688,123,24,20,10,12,877,YES,78.44925883694413,14.025085518814139,2.7366020524515395,2.280501710376283,1.1402508551881414,1.3683010262257698,5.59349593495935,1993-2017_SEVEN_STABLE_REGISTRIES,MODERATE,YES_LOW_POSTBREAK_INFORMATION,2014,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1988,both,1,national,175,87,37,10,0,11,30,175,YES,49.714285714285715,21.142857142857142,5.714285714285714,0.0,6.285714285714286,17.142857142857142,2.3513513513513513,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1988,female,1,national,135,73,26,6,0,7,23,135,YES,54.074074074074076,19.25925925925926,4.444444444444445,0.0,5.185185185185185,17.037037037037038,2.8076923076923075,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1988,male,1,national,40,14,11,4,0,4,7,40,YES,35.0,27.5,10.0,0.0,10.0,17.5,1.2727272727272727,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1989,both,1,national,148,79,27,5,0,11,26,148,YES,53.37837837837838,18.243243243243242,3.3783783783783785,0.0,7.4324324324324325,17.56756756756757,2.925925925925926,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1989,female,1,national,123,69,24,4,0,9,17,123,YES,56.09756097560975,19.51219512195122,3.252032520325203,0.0,7.317073170731708,13.821138211382113,2.875,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1989,male,1,national,25,10,3,1,0,2,9,25,YES,40.0,12.0,4.0,0.0,8.0,36.0,3.3333333333333335,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1990,both,1,national,183,78,39,8,5,4,49,183,YES,42.622950819672134,21.311475409836067,4.371584699453552,2.73224043715847,2.185792349726776,26.775956284153004,2.0,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1990,female,1,national,146,61,32,5,4,3,41,146,YES,41.78082191780822,21.91780821917808,3.4246575342465753,2.73972602739726,2.0547945205479454,28.08219178082192,1.90625,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1990,male,1,national,37,17,7,3,1,1,8,37,YES,45.945945945945944,18.91891891891892,8.108108108108109,2.7027027027027026,2.7027027027027026,21.62162162162162,2.4285714285714284,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1991,both,1,national,138,77,18,10,8,1,24,138,YES,55.79710144927536,13.043478260869565,7.246376811594203,5.797101449275362,0.7246376811594203,17.391304347826086,4.277777777777778,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1991,female,1,national,110,65,10,7,7,1,20,110,YES,59.09090909090909,9.090909090909092,6.363636363636363,6.363636363636363,0.9090909090909091,18.181818181818183,6.5,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1991,male,1,national,28,12,8,3,1,0,4,28,YES,42.857142857142854,28.571428571428573,10.714285714285714,3.5714285714285716,0.0,14.285714285714286,1.5,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1992,both,1,national,125,70,22,4,3,2,24,125,YES,56.0,17.6,3.2,2.4,1.6,19.2,3.1818181818181817,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1992,female,1,national,98,57,18,3,3,2,15,98,YES,58.16326530612245,18.367346938775512,3.061224489795918,3.061224489795918,2.0408163265306123,15.306122448979592,3.1666666666666665,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1992,male,1,national,27,13,4,1,0,0,9,27,YES,48.148148148148145,14.814814814814815,3.7037037037037037,0.0,0.0,33.333333333333336,3.25,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1993,both,1,national,203,113,35,14,11,2,28,203,YES,55.66502463054187,17.24137931034483,6.896551724137931,5.41871921182266,0.9852216748768473,13.793103448275861,3.2285714285714286,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1993,female,1,national,161,95,26,8,6,2,24,161,YES,59.006211180124225,16.149068322981368,4.968944099378882,3.7267080745341614,1.2422360248447204,14.906832298136646,3.6538461538461537,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1993,male,1,national,42,18,9,6,5,0,4,42,YES,42.857142857142854,21.428571428571427,14.285714285714286,11.904761904761905,0.0,9.523809523809524,2.0,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1994,both,1,national,158,91,26,8,5,2,26,158,YES,57.59493670886076,16.455696202531644,5.063291139240507,3.1645569620253164,1.2658227848101267,16.455696202531644,3.5,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1994,female,1,national,125,72,19,8,5,1,20,125,YES,57.6,15.2,6.4,4.0,0.8,16.0,3.789473684210526,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1994,male,1,national,33,19,7,0,0,1,6,33,YES,57.57575757575758,21.21212121212121,0.0,0.0,3.0303030303030303,18.181818181818183,2.7142857142857144,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1995,both,1,national,240,167,25,13,5,5,25,240,YES,69.58333333333333,10.416666666666666,5.416666666666667,2.0833333333333335,2.0833333333333335,10.416666666666666,6.68,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1995,female,1,national,185,134,20,7,2,3,19,185,YES,72.43243243243244,10.81081081081081,3.7837837837837838,1.0810810810810811,1.6216216216216217,10.27027027027027,6.7,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1995,male,1,national,55,33,5,6,3,2,6,55,YES,60.0,9.090909090909092,10.909090909090908,5.454545454545454,3.6363636363636362,10.909090909090908,6.6,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1996,both,1,national,214,135,22,9,2,7,39,214,YES,63.08411214953271,10.280373831775702,4.205607476635514,0.9345794392523364,3.2710280373831777,18.22429906542056,6.136363636363637,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1996,female,1,national,173,113,17,7,2,4,30,173,YES,65.3179190751445,9.826589595375722,4.046242774566474,1.1560693641618498,2.3121387283236996,17.341040462427745,6.647058823529412,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
Croatia,HRV,1996,male,1,national,41,22,5,2,0,3,9,41,YES,53.65853658536585,12.195121951219512,4.878048780487805,0.0,7.317073170731708,21.951219512195124,4.4,1988-2000_PRE_ICDO3,WEAK,NO_CODING_BOUNDARY_AT_BREAK,2001,THYROID_CASE_TOTAL_ONLY_COMPOSITIONAL_NO_POPULATION_DENOMINATOR,UNAVAILABLE_IN_OPEN_CI5PLUS_DETAILED_EXPORT,IARC CI5plus Detailed official morphology export,https://ci5.iarc.who.int/ci5plus/download/
