country,ISO3,year,sex,C73_deaths,population,ASMR_per_100k,standard_population,mortality_quality,primary_latency_break,observed_status,source,source_url,analysis_role
Croatia,HRV,2011,female,22,2277603.0,0.31942867,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2012,female,22,2206194.0,0.35431751,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2013,female,39,2194025.0,0.63742206,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2014,female,35,2179433.0,0.55087674,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2015,female,16,2156329.0,0.22497387,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2016,female,24,2135335.0,0.40832529,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2017,female,23,2104450.0,0.32990141,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2018,female,25,2077112.0,0.32500277,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2019,female,21,2052740.0,0.25048658,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2020,female,11,2031440.0,0.1268832,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2021,female,15,2011026.0,0.15623684,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2023,female,20,1990202.0,0.26627658,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,1995,male,10,2312800.0,0.29936508,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,1996,male,18,2159400.0,0.63498687,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,1997,male,12,2197700.0,0.46484328,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,1998,male,8,2163200.0,0.28380085,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,1999,male,13,2188300.0,0.45343221,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2000,male,19,2105400.0,0.75169937,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2001,male,8,2127135.0,0.21770921,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2002,male,12,2138500.0,0.3208778,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2003,male,11,2137700.0,0.36593655,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2004,male,16,2136900.0,0.38910341,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2005,male,13,2138641.0,0.35460352,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2006,male,9,2138934.0,0.21075678,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2007,male,12,2137984.0,0.32647868,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2008,male,15,2138022.0,0.385991,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2009,male,7,2136231.0,0.16255795,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2010,male,19,2131812.0,0.56466208,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2011,male,8,2125185.0,0.19456502,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2012,male,17,2054174.0,0.41519025,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2013,male,12,2039897.0,0.2914274,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2014,male,12,2022165.0,0.27768758,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2015,male,11,1995396.0,0.28990021,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2016,male,18,1971532.0,0.43066286,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2017,male,12,1936957.0,0.27117014,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2018,male,18,1911663.0,0.35939355,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2019,male,14,1896650.0,0.36010743,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2020,male,14,1882766.0,0.36573925,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2021,male,21,1867955.0,0.57078144,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
Croatia,HRV,2023,male,10,1869484.0,0.21791741,CI5 Segi/Doll world standard,A,2001,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2001,both,14,3880480.0,0.3,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2002,both,19,3948450.0,0.3,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2003,both,21,4027230.0,0.4,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2004,both,29,4087530.0,0.5,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2005,both,21,4133850.0,0.4,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2006,both,34,4184580.0,0.6,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2007,both,20,4223780.0,0.3,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2008,both,23,4259760.0,0.4,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2009,both,21,4302620.0,0.3,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2010,both,25,4350680.0,0.4,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2011,both,32,4383980.0,0.5,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2012,both,30,4408050.0,0.4,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2013,both,22,4442090.0,0.3,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2014,both,28,4516470.0,0.4,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2015,both,33,4609370.0,0.4,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2016,both,28,4714120.0,0.4,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2017,both,24,4813590.0,0.3,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2018,both,29,4900620.0,0.3,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2019,both,27,4970330.0,0.3,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2020,both,26,5072440.0,0.3,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2021,both,34,5084540.0,0.3,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2022,both,38,5081730.0,0.4,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2023,both,29,5200060.0,0.3,WHO world standard as published by Health NZ,OFFICIAL_NATIONAL_2022_PROVISIONAL_2023_PRELIMINARY,2014,OBSERVED,Health New Zealand Cancer data web tool / Mortality Collection,https://tewhatuora.shinyapps.io/cancer-web-tool/,PRIMARY_DESCRIPTIVE
New Zealand,NZL,2000,female,11,1964040.0,0.33810939,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2001,female,7,1977270.0,0.23896396,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2002,female,13,2005120.0,0.32050478,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2003,female,13,2037820.0,0.28911051,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2004,female,19,2083710.0,0.51604068,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2005,female,14,2108560.0,0.44785405,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2006,female,23,2136260.0,0.56966402,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2007,female,14,2157330.0,0.29676388,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2008,female,10,2176560.0,0.27700623,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2009,female,15,2198250.0,0.29919764,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2010,female,21,2222970.0,0.47293519,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2011,female,19,2240440.0,0.49015758,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2012,female,18,2252860.0,0.33503695,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2013,female,11,2269780.0,0.17091614,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2015,female,15,2338570.0,0.3334482,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2016,female,16,2383740.0,0.26591258,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2017,female,11,2430900.0,0.19456513,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2018,female,21,2470510.0,0.39250485,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2020,female,15,2562960.0,0.26459306,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2000,male,6,1893270.0,0.22520934,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2001,male,7,1902820.0,0.28928274,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2002,male,6,1933740.0,0.26446207,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2003,male,8,1970930.0,0.31414836,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2004,male,10,2003420.0,0.37611471,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2005,male,7,2024980.0,0.19746,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2006,male,11,2048340.0,0.40555155,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2007,male,6,2070450.0,0.21257423,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2008,male,13,2091950.0,0.42742826,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2009,male,6,2117220.0,0.17769794,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2010,male,4,2144390.0,0.11172764,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2011,male,13,2164260.0,0.36184495,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2012,male,12,2179850.0,0.36827165,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2013,male,11,2171970.0,0.31705859,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2015,male,18,2257175.0,0.38981637,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2016,male,12,2308620.0,0.32742046,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2017,male,13,2382545.0,0.31871226,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2018,male,8,2430200.0,0.19171294,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
New Zealand,NZL,2020,male,11,2527215.0,0.19909038,CI5 Segi/Doll world standard,A,2014,OBSERVED,WHO Mortality Database observed national C73,https://ci5.iarc.who.int/ci5plus/help/,SEX_SPECIFIC_SECONDARY
