"country","ISO3","model_id","estimator","status","policy_year","lag_years","breakpoint_year","pre_years","post_years","n_years","parameter","estimand","estimate","standard_error","CI95_low","CI95_high","p_value","pre_break_slope","post_break_slope","level_change","HAC_lag","AR1_rho","information_label","interpretation"
"Australia","AUS","AUS_PRIMARY_LAG5","OLS_HAC","FITTED",2009,5,2014,32,8,40,"time","pre-break annual trend",0.239204545454545,0.0216827087055383,0.196707217304417,0.281701873604674,0.000000000000422571862709952,0.239204545454545,0.239285714285714,0.95,3,0.864544890618184,"PRIMARY","Absolute change in official ASIR points per 100,000 per year; country-specific association, not a causal effect."
"Australia","AUS","AUS_PRIMARY_LAG5","OLS_HAC","FITTED",2009,5,2014,32,8,40,"post","immediate level change at breakpoint",0.95,0.387882424769541,0.189764417215633,1.71023558278437,0.0193161682770168,0.239204545454545,0.239285714285714,0.95,3,0.864544890618184,"PRIMARY","Absolute change in official ASIR points per 100,000 per year; country-specific association, not a causal effect."
"Australia","AUS","AUS_PRIMARY_LAG5","OLS_HAC","FITTED",2009,5,2014,32,8,40,"time_after","post-break annual slope change",0.0000811688311689933,0.0329256839725606,-0.0644519859213975,0.0646143235837355,0.99804665682375,0.239204545454545,0.239285714285714,0.95,3,0.864544890618184,"PRIMARY","Absolute change in official ASIR points per 100,000 per year; country-specific association, not a causal effect."
"Australia","AUS","AUS_PRIMARY_LAG5","OLS_HAC","FITTED",2009,5,2014,32,8,40,"time+time_after","post-break annual trend",0.239285714285714,0.0229750564515515,0.194255431097899,0.28431599747353,0.00000000000207295491250003,0.239204545454545,0.239285714285714,0.95,3,0.864544890618184,"PRIMARY","Absolute change in official ASIR points per 100,000 per year; country-specific association, not a causal effect."
"Australia","AUS","AUS_PRIMARY_LAG5_AR1","GLS_AR1_SENSITIVITY","FITTED",2009,5,2014,32,8,40,"time_after","post-break annual slope change",0.0762913858307614,0.108637000293103,-0.136633222132187,0.28921599379371,0.487033327613597,0.242012904784276,0.318304290615037,-0.0393541330344099,,0.864544890618184,"SERIAL_CORRELATION_SENSITIVITY","AR(1) GLS sensitivity; absolute ASIR slope change, not a causal effect."
"Australia","AUS","AUS_CURRENT_SOURCE_CUTOFF_2017_LAG5","OLS_HAC","FITTED",2009,5,2014,32,4,36,"time_after","post-break annual slope change",-0.0692045454545456,0.0408284702997745,-0.149226876785967,0.0108177858768756,0.099785517708358,0.239204545454546,0.17,0.995,3,0.927493045338872,"HISTORICAL_CUTOFF_QC_ONLY","Same AIHW rate model truncated at 2017; compared with the 2021 primary series to isolate added follow-up. Not the historical IARC IRR."
