"country","ISO3","year","outcome","standardized_rate_per_100k","reference_year","reference_rate_per_100k","index_value","calculation","incidence_mortality_ratio_used","pooled_outcome","panel","series","observed_status","projected"
"Croatia","HRV",2011,"mortality",0.27129049,1996,0.597984,45.3675165221812,"index = 100 * annual standardized rate / standardized rate in country-specific policy year","NO","NO","C  Croatia","Mortality index","OBSERVED","NO"
"Croatia","HRV",2012,"mortality",0.38956345,1996,0.597984,65.1461326724461,"index = 100 * annual standardized rate / standardized rate in country-specific policy year","NO","NO","C  Croatia","Mortality index","OBSERVED","NO"
"Croatia","HRV",2013,"mortality",0.49925169,1996,0.597984,83.4891385053781,"index = 100 * annual standardized rate / standardized rate in country-specific policy year","NO","NO","C  Croatia","Mortality index","OBSERVED","NO"
"Croatia","HRV",2014,"mortality",0.43112673,1996,0.597984,72.0966999117033,"index = 100 * annual standardized rate / standardized rate in country-specific policy year","NO","NO","C  Croatia","Mortality index","OBSERVED","NO"
"Croatia","HRV",2015,"mortality",0.25508997,1996,0.597984,42.6583269786483,"index = 100 * annual standardized rate / standardized rate in country-specific policy year","NO","NO","C  Croatia","Mortality index","OBSERVED","NO"
"Croatia","HRV",2016,"mortality",0.42340621,1996,0.597984,70.8056085112645,"index = 100 * annual standardized rate / standardized rate in country-specific policy year","NO","NO","C  Croatia","Mortality index","OBSERVED","NO"
"Croatia","HRV",2017,"mortality",0.31200837,1996,0.597984,52.176708741371,"index = 100 * annual standardized rate / standardized rate in country-specific policy year","NO","NO","C  Croatia","Mortality index","OBSERVED","NO"
"Croatia","HRV",2018,"mortality",0.3295988,1996,0.597984,55.1183309252422,"index = 100 * annual standardized rate / standardized rate in country-specific policy year","NO","NO","C  Croatia","Mortality index","OBSERVED","NO"
"Croatia","HRV",2019,"mortality",0.31032018,1996,0.597984,51.8943951677637,"index = 100 * annual standardized rate / standardized rate in country-specific policy year","NO","NO","C  Croatia","Mortality index","OBSERVED","NO"
"Croatia","HRV",2020,"mortality",0.24477083,1996,0.597984,40.9326721116284,"index = 100 * annual standardized rate / standardized rate in country-specific policy year","NO","NO","C  Croatia","Mortality index","OBSERVED","NO"
"Croatia","HRV",2021,"mortality",0.36033851,1996,0.597984,60.2588881976775,"index = 100 * annual standardized rate / standardized rate in country-specific policy year","NO","NO","C  Croatia","Mortality index","OBSERVED","NO"
"Croatia","HRV",2023,"mortality",0.24207331,1996,0.597984,40.4815697409964,"index = 100 * annual standardized rate / standardized rate in country-specific policy year","NO","NO","C  Croatia","Mortality index","OBSERVED","NO"
